metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR001574	blaSHV-73	WP_063864705.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001575	blaSHV-74	WP_063864706.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001576	blaSHV-77	WP_063864707.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001577	blaSHV-78	WP_063864708.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001578	blaSHV-79	WP_063864709.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001579	blaSHV-8	WP_063864710.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001580	blaSHV-81	WP_063864711.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001581	blaSHV-82	WP_063864712.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001582	blaSHV-85	WP_063864713.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001583	blaSHV-86	WP_063864714.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001584	blaSHV-93	WP_063864715.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001585	blaSHV-94	WP_063864716.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001586	blaSHV-95	WP_063864717.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001587	blaSHV-96	WP_063864718.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001588	blaSHV-97	WP_063864719.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001589	blaSHV-98	WP_063864720.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001590	blaSHV-99	WP_063864721.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001591	blaSIM-2	WP_063864722.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001592	blaSMB-1	WP_063864723.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001593	blaSME-1	WP_063864724.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001594	blaSME-2	WP_063864725.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001595	blaSME-3	WP_063864726.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001596	blaSME-4	WP_063864730.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001597	blaSME-5	WP_063864740.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001598	blaSPG-1	WP_063864745.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001599	blaSPM-1	WP_063864747.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001600	blaSPU-1	WP_063864748.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001601	blaSRT-1	WP_063864749.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001602	blaSST-1	WP_063864750.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001603	blaTEM-101	WP_063864793.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001604	blaTEM-102	WP_063864794.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001605	blaTEM-104	WP_063864795.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001606	blaTEM-106	WP_063864796.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001607	blaTEM-107	WP_063864797.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001608	blaTEM-108	WP_063864798.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001609	blaTEM-109	WP_063864799.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001610	blaTEM-11	WP_063864800.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001611	blaTEM-111	WP_063864801.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001612	blaTEM-112	WP_063864802.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001613	blaTEM-113	WP_063864803.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001614	blaTEM-114	WP_063864804.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001615	blaTEM-115	WP_063864805.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001616	blaTEM-120	WP_063864806.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001617	blaTEM-121	WP_063864807.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001618	blaTEM-122	WP_063864808.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001619	blaTEM-123	WP_063864809.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001620	blaTEM-124	WP_063864810.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001621	blaTEM-125	WP_063864811.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001622	blaTEM-126	WP_063864819.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001623	blaTEM-129	WP_063864833.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001624	blaTEM-130	WP_063864843.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001625	blaTEM-131	WP_063864850.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001626	blaTEM-133	WP_063864851.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001627	blaTEM-134	WP_063864852.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001628	blaTEM-136	WP_063864853.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001629	blaTEM-137	WP_063864854.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001630	blaTEM-142	WP_063864855.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001631	blaTEM-143	WP_063864856.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001632	blaTEM-145	WP_063864857.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001633	blaTEM-146	WP_063864858.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001634	blaTEM-147	WP_063864859.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001635	blaTEM-149	WP_063864860.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001636	blaTEM-150	WP_063864861.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001637	blaTEM-151	WP_063864862.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001638	blaTEM-152	WP_063864863.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001639	blaTEM-153	WP_063864864.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001640	blaTEM-154	WP_063864865.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001641	blaTEM-155	WP_063864866.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001642	blaTEM-157	WP_063864867.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001643	blaTEM-158	WP_063864868.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001644	blaTEM-159	WP_063864869.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001645	blaTEM-16	WP_063864870.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001646	blaTEM-160	WP_063864871.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001647	blaTEM-162	WP_063864872.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001648	blaTEM-163	WP_063864873.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001649	blaTEM-166	WP_063864874.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001650	blaTEM-167	WP_063864875.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001651	blaTEM-168	WP_063864876.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001652	blaTEM-17	WP_063864877.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001653	blaTEM-177	WP_063864878.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001654	blaTEM-178	WP_063864879.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001655	blaTEM-182	WP_063864880.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001656	blaTEM-183	WP_063864881.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001657	blaTEM-184	WP_063864882.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001658	blaTEM-185	WP_063864883.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001659	blaTEM-186	WP_063864884.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001660	blaTEM-188	WP_063864885.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001661	blaTEM-189	WP_063864886.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001662	blaTEM-190	WP_063864887.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001663	blaTEM-193	WP_063864888.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001664	blaTEM-194	WP_063864889.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001665	blaTEM-195	WP_063864890.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001666	blaTEM-197	WP_063864891.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001667	blaTEM-198	WP_063864892.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001668	blaTEM-20	WP_063864893.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001669	blaTEM-201	WP_063864894.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001670	blaTEM-205	WP_063864895.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001671	blaTEM-207	WP_063864896.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001672	blaTEM-208	WP_063864897.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001673	blaTEM-209	WP_063864898.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001674	blaTEM-21	WP_063864899.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001675	blaTEM-211	WP_063864900.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001676	blaTEM-212	WP_063864901.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001677	blaTEM-214	WP_063864902.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001678	blaTEM-216	WP_063864903.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001679	blaTEM-217	WP_063864904.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001680	blaTEM-219	WP_063864905.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001681	blaTEM-22	WP_063864906.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001682	blaTEM-220	WP_063864907.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001683	blaTEM-224	WP_063864908.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001684	blaTEM-28	WP_063864909.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001685	blaTEM-35	WP_063864910.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001686	blaTEM-4	WP_063864911.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001687	blaTEM-43	WP_063864912.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001688	blaTEM-45	WP_063864913.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001689	blaTEM-47	WP_063864914.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001690	blaTEM-48	WP_063864915.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001691	blaTEM-49	WP_063864916.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001692	blaTEM-53	WP_063864923.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001693	blaTEM-54	WP_063864930.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001694	blaTEM-55	WP_063864938.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001695	blaTEM-6	WP_063864949.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001696	blaTEM-70	WP_063864974.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001697	blaTEM-76	WP_063864990.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001698	blaTEM-77	WP_063864996.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001699	blaTEM-78	WP_063865003.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001700	blaTEM-79	WP_063865008.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001701	blaTEM-8	WP_063865014.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001702	blaTEM-80	WP_063865024.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001703	blaTEM-81	WP_063865030.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001704	blaTEM-82	WP_063865036.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001705	blaTEM-83	WP_063865043.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001706	blaTEM-84	WP_063865053.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001707	blaTEM-91	WP_063865088.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001708	blaTEM-92	WP_063865103.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001709	blaTEM-96	WP_063865129.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001710	blaTEM-97	WP_063865132.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001711	blaTEM-98	WP_063865138.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001712	blaTEM-99	WP_063865144.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001713	blaTER-1	WP_063865145.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001714	blaTER-2	WP_063865146.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001715	blaTMB-1	WP_063865147.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001716	blaTMB-2	WP_063865148.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001717	blaVCC-1	WP_063865149.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001718	blaVEB-10	WP_063865150.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001719	blaVEB-11	WP_063865151.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001720	blaVEB-12	WP_063865152.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001721	blaVEB-13	WP_063865153.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001722	blaVEB-14	WP_063865154.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001723	blaVEB-15	WP_063865155.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001724	blaVEB-16	WP_063865156.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001725	blaVEB-17	WP_063865157.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001726	blaVEB-2	WP_063865158.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001727	blaVEB-4	WP_063865159.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001728	blaVEB-5	WP_063865160.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001729	blaVEB-6	WP_063865161.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001730	blaVEB-7	WP_063865162.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001731	blaVEB-8	WP_063865163.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001732	blaVHH-1	WP_063865164.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001733	blaVHW-1	WP_063865165.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR001734	blaVIM-10	WP_063865166.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001735	blaVIM-12	WP_063865167.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001736	blaVIM-13	WP_063865168.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001737	blaVIM-14	WP_063865169.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001738	blaVIM-15	WP_063865170.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001739	blaVIM-16	WP_063865171.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001740	blaVIM-18	WP_063865172.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001741	blaVIM-20	WP_063865173.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001742	blaVIM-23	WP_063865174.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001743	blaVIM-24	WP_063865175.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001744	blaVIM-25	WP_063865176.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001745	blaVIM-26	WP_063865177.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001746	blaVIM-28	WP_063865178.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001747	blaVIM-3	WP_063865179.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001748	blaVIM-30	WP_063865180.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001749	blaVIM-31	WP_063865181.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001750	blaVIM-32	WP_063865182.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001751	blaVIM-33	WP_063865183.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001752	blaVIM-34	WP_063865184.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001753	blaVIM-35	WP_063865185.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001754	blaVIM-36	WP_063865186.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001755	blaVIM-37	WP_063865187.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001756	blaVIM-38	WP_063865188.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001757	blaVIM-39	WP_063865189.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001758	blaVIM-40	WP_063865190.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001759	blaVIM-41	WP_063865191.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001760	blaVIM-42	WP_063865192.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001761	blaVIM-43	WP_063865193.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001762	blaVIM-44	WP_063865194.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001763	blaVIM-45	WP_063865195.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001764	blaVIM-46	WP_063865196.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001765	blaVIM-47	WP_063865197.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001766	blaVIM-49	WP_063865198.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001767	blaVIM-50	WP_063865199.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001768	blaVIM-51	WP_063865200.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001769	blaVIM-6	WP_063865201.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001770	blaVIM-8	WP_063865202.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001771	blaVIM-9	WP_063865203.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001772	cepA-29	WP_063865204.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001773	cfiA10	WP_063865205.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001774	cfiA8	WP_063865206.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001775	cfiA9	WP_063865207.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001776	cphA2	WP_063865208.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001777	cphA4	WP_063865209.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001778	cphA5	WP_063865210.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001779	cphA6	WP_063865211.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001780	cphA7	WP_063865212.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001781	cphA8	WP_063865213.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001782	imiH	WP_063865292.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001783	imiS	WP_063865298.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001784	oqxA2	WP_063865358.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001785	oqxA4	WP_063865368.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001786	oqxA5	WP_063865373.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001787	oqxA7	WP_063865385.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001788	oqxA8	WP_063865390.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001789	oqxA9	WP_063865399.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001790	oqxB10	WP_063865404.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001791	oqxB11	WP_063865408.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001792	oqxB12	WP_063865413.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001793	oqxB13	WP_063865418.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001794	oqxB16	WP_063865430.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001795	oqxB18	WP_063865440.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001796	oqxB22	WP_063865478.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001797	oqxB23	WP_063865483.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001798	oqxB24	WP_063865491.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001799	oqxB26	WP_063865509.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001800	oqxB28	WP_063865519.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001801	oqxB3	WP_063865531.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001802	oqxB30	WP_063865537.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001803	oqxB31	WP_063865544.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001804	oqxB4	WP_063865552.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001805	oqxB7	WP_063865569.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001806	oqxB8	WP_063865577.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR001807	qepA3	WP_063865663.1	AMR	quinolone	efflux	AMRFinder
MAMR001808	qnrA4	WP_063865727.1	AMR	quinolone	other	AMRFinder
MAMR001809	qnrA5	WP_063865739.1	AMR	quinolone	other	AMRFinder
MAMR001810	qnrB13	WP_063865782.1	AMR	quinolone	other	AMRFinder
MAMR001811	qnrB14	WP_063865791.1	AMR	quinolone	other	AMRFinder
MAMR001812	qnrB15	WP_063865798.1	AMR	quinolone	other	AMRFinder
MAMR001813	qnrB16	WP_063865802.1	AMR	quinolone	other	AMRFinder
MAMR001814	qnrB20	WP_063865914.1	AMR	quinolone	other	AMRFinder
MAMR001815	qnrB21	WP_063865929.1	AMR	quinolone	other	AMRFinder
MAMR001816	qnrB23	WP_063865948.1	AMR	quinolone	other	AMRFinder
MAMR001817	qnrB24	WP_063865960.1	AMR	quinolone	other	AMRFinder
MAMR001818	qnrB26	WP_063865978.1	AMR	quinolone	other	AMRFinder
MAMR001819	qnrB29	WP_063865999.1	AMR	quinolone	other	AMRFinder
MAMR001820	qnrB31	WP_063866022.1	AMR	quinolone	other	AMRFinder
MAMR001821	qnrB32	WP_063866031.1	AMR	quinolone	other	AMRFinder
MAMR001822	qnrB33	WP_063866038.1	AMR	quinolone	other	AMRFinder
MAMR001823	qnrB35	WP_063866049.1	AMR	quinolone	other	AMRFinder
MAMR001824	qnrB36	WP_063866054.1	AMR	quinolone	other	AMRFinder
MAMR001825	qnrB37	WP_063866061.1	AMR	quinolone	other	AMRFinder
MAMR001826	qnrB40	WP_063866081.1	AMR	quinolone	other	AMRFinder
MAMR001827	qnrB41	WP_063866087.1	AMR	quinolone	other	AMRFinder
MAMR001828	qnrB42	WP_063866094.1	AMR	quinolone	other	AMRFinder
MAMR001829	qnrB43	WP_063866099.1	AMR	quinolone	other	AMRFinder
MAMR001830	qnrB44	WP_063866105.1	AMR	quinolone	other	AMRFinder
MAMR001831	qnrB45	WP_063866109.1	AMR	quinolone	other	AMRFinder
MAMR001832	qnrB46	WP_063866119.1	AMR	quinolone	other	AMRFinder
MAMR001833	qnrB47	WP_063866125.1	AMR	quinolone	other	AMRFinder
MAMR001834	qnrB48	WP_063866131.1	AMR	quinolone	other	AMRFinder
MAMR001835	qnrB49	WP_063866135.1	AMR	quinolone	other	AMRFinder
MAMR001836	qnrB5	WP_063866143.1	AMR	quinolone	other	AMRFinder
MAMR001837	qnrB50	WP_063866150.1	AMR	quinolone	other	AMRFinder
MAMR001838	qnrB52	WP_063866158.1	AMR	quinolone	other	AMRFinder
MAMR001839	qnrB53	WP_063866162.1	AMR	quinolone	other	AMRFinder
MAMR001840	qnrB54	WP_063866168.1	AMR	quinolone	other	AMRFinder
MAMR001841	qnrB55	WP_063866176.1	AMR	quinolone	other	AMRFinder
MAMR001842	qnrB56	WP_063866184.1	AMR	quinolone	other	AMRFinder
MAMR001843	qnrB57	WP_063866188.1	AMR	quinolone	other	AMRFinder
MAMR001844	qnrB58	WP_063866193.1	AMR	quinolone	other	AMRFinder
MAMR001845	qnrB59	WP_063866199.1	AMR	quinolone	other	AMRFinder
MAMR001846	qnrB60	WP_063866211.1	AMR	quinolone	other	AMRFinder
MAMR001847	qnrB61	WP_063866217.1	AMR	quinolone	other	AMRFinder
MAMR001848	qnrB62	WP_063866224.1	AMR	quinolone	other	AMRFinder
MAMR001849	qnrB64	WP_063866233.1	AMR	quinolone	other	AMRFinder
MAMR001850	qnrB65	WP_063866241.1	AMR	quinolone	other	AMRFinder
MAMR001851	qnrB66	WP_063866247.1	AMR	quinolone	other	AMRFinder
MAMR001852	qnrB67	WP_063866252.1	AMR	quinolone	other	AMRFinder
MAMR001853	qnrB68	WP_063866257.1	AMR	quinolone	other	AMRFinder
MAMR001854	qnrB7	WP_063866276.1	AMR	quinolone	other	AMRFinder
MAMR001855	qnrB70	WP_063866281.1	AMR	quinolone	other	AMRFinder
MAMR001856	qnrB71	WP_063866287.1	AMR	quinolone	other	AMRFinder
MAMR001857	qnrB72	WP_063866296.1	AMR	quinolone	other	AMRFinder
MAMR001858	qnrB73	WP_063866306.1	AMR	quinolone	other	AMRFinder
MAMR001859	qnrB74	WP_063866313.1	AMR	quinolone	other	AMRFinder
MAMR001860	qnrB8	WP_063866314.1	AMR	quinolone	other	AMRFinder
MAMR001861	qnrS4	WP_063866398.1	AMR	quinolone	other	AMRFinder
MAMR001862	qnrS7	WP_063866413.1	AMR	quinolone	other	AMRFinder
MAMR001863	qnrS8	WP_063866417.1	AMR	quinolone	other	AMRFinder
MAMR001864	qnrS9	WP_063866424.1	AMR	quinolone	other	AMRFinder
MAMR001865	qnrVC3	WP_063866438.1	AMR	quinolone	other	AMRFinder
MAMR001866	qnrVC7	WP_063866460.1	AMR	quinolone	other	AMRFinder
MAMR001867	rmtD2	WP_063866469.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR001868	rmtE1	WP_063866478.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR001869	rmtE2	WP_063866490.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR001870	blaACT-103	WP_063943829.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001871	kamB	WP_063964000.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR001872	kamB	WP_063964001.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR001873	tet(B)	WP_063964002.1	AMR	tetracycline	efflux	AMRFinder
MAMR001874	blaHMB-1	WP_063978070.1	AMR	carbapenem	enzyme	AMRFinder
MAMR001875	sgm	WP_063978071.1	AMR	gentamicin	target_modification	AMRFinder
MAMR001876	aac(6')-Ib-AKT	WP_063978482.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR001877	blaOXA-14	WP_064056056.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR001878	sen	SAO78304.1	AMR		other	AMRFinder
MAMR001879	perA	AAG16664.1	AMR		other	AMRFinder
MAMR001880	perA	AAG16667.1	AMR		other	AMRFinder
MAMR001881	perA	AAG16676.1	AMR		other	AMRFinder
MAMR001882	blaOKP-B-16	WP_064183695.1	AMR		enzyme	AMRFinder
MAMR001883	qnrS13	WP_064186845.1	AMR	quinolone	other	AMRFinder
